Book#,title,short_description,page
7488,How Not to Be a Professional Footballer,,320
7489,How Not to Get Hit,The Art of Fighting Without Fighting,192
7490,How NOT to Play Golf: Game-losing Mistakes to Avoid,Game-losing Mistakes to Avoid,110
7491,How Postmodernism Explains Football and Football Explains Postmodernism,The Billy Clyde Conundrum,150
7492,How Soccer Explains the World,An Unlikely Theory of Globalization,272
7493,"How Soccer Will Replace NFL Football * Concussions Aside, America Needs Adult Amateur Soccer",,79
7494,How Sweet It Was,AND HOW THE NBA CAN RETURN TO GREATNESS,169
7495,How the Average Golfer Can Shoot Scores Like a Tour Pro,,9
7496,How the Red Sox Explain New England,,240
7497,How the SEC Became Goliath,The Making of College Football's Most Dominant Conference,256
7498,How the Yankees Explain New York,,240
7499,How They Stole the Game,,0
7500,How Tiger Does It,,208
7501,How Tiger Does It,,209
7502,"How to ""Break 100 or 90 Made Easy""",,25
7503,How to Avoid a Lightning Strike,And 190 Essential Life Skills,352
7504,How To Be A Better Hitter,,6
7505,How to be a Cyclist,An A-Z of Life on Two Wheels,220
7506,How to Be a Sports Agent,,176
7507,How to be a Top Athlete,,175
7508,How to be Asked Again,How to be the Perfect Shooting Guest,160
7509,How to be Happy and Healthy,â€“ the Seven Natural Elements of Mental Health,210
7510,How to Be Like Jackie Robinson,Life Lessons from Baseball's Greatest Hero,288
7511,How to Beat the Pro Football Pointspread,"A Comprehensive, No-Nonsense Guide to Picking NFL Winners",200
7512,How to Become a Professional Baseball Player,,207
7513,How to Build a Fire,And Other Handy Things Your Grandfather Knew,0
7514,How to Build an Igloo: And Other Snow Shelters,,208
7515,How to Build Muscle the No Nonsense Way,,135
7516,How to Build Survival Shelters: Tips and Techniques,,23
7517,How to Buy a Home,,224
7518,How to Catch a Cricket Match,,144
7519,How to Catch a Pig,,224
7520,How to Cheat in Sports,Professional Tricks Exposed!,160
7521,How to Climb 5.12,,195
7522,How to Coach Youth Baseball So Every Kid Wins,,176
7523,How to Create the Perfect Riding Horse,,160
7524,How to Cure the Yips and Enjoy Golf Again,,25
7525,How to Defend Yourself,Unarmed Combat Skills that Work,48
7526,How To Drop Five Strokes Without Having One,Finding More Enjoyment in Senior Golf,136
7527,How To Dryland Train For Swimming: Your Step-By-Step Guide To Dryland Training For Swimmers,Your Step-By-Step Guide To Dryland Training For Swimmers,32
7528,How to Enhance Your Live Draft: Why Owners Will Show Up Win or Lose,,50
7529,How to Enjoy the World Cup,,240
7530,How to Find a Black Cat in a Coal Cellar,The Truth About Sports Tipsters,432
7531,"How to Find and Catch Fish at Flamingo, Everglades National Park!",,13
7532,How to Fix Basketball Games,,81
7533,How to Fix Your Credit,,128
7534,How to Gamble:  Sports Betting,,43
7535,How to Get Over a Break-Up,,128
7536,How to Get the Most Out of Your Suunto Ambit Watch,,6
7537,How to Get Through the Working Day,Without Actually Doing Any Work,128
7538,How To Golf Like A Pro,A Beginner's Guide To One Heck Of A Handicap,49
7539,How To Grow An Orange: The Right Way To Brainwash Your Child Into Becoming A Syracuse Fan,The Right Way To Brainwash Your Child Into Becoming A Syracuse Fan,318
7540,How to Hit a Baseball,Step By Step Guide to Hitting,38
7541,How To Increase Your Stand Up Paddling Performance,Beginner to Elite,356
7542,How to Jump Higher Fast: Your Step-By-Step Guide To Jump Higher,Secrets to Increase Your Vertical Leap Naturally!,15
7543,How to Keep Your Family Safe in the Surf,,18
7544,How to Learn Golf,,0
7545,How to Learn Golf Your Way,,130
7546,"How to make $20,000 per year Betting Baseball",,26
7547,How to Make Accurate Football Forecast,,10
7548,How to Make Birdies,,158
7549,How to Make Every Putt,The Secret to Winning Golf's Game Within the Game,176
7550,How to Make Every Putt,The Secret to Winning Golf's Game Within the Game,112
7551,How to Make Pro Baseball Scouts Notice You,An Insider's Guide to Big League Scouting,144
7552,How to Master a Great Golf Swing,Fifteen Fundamentals to Build a Great Swing,304
7553,How to Master the Inner Game of Golf,,154
7554,How To Mountain Bike: Your Step-By-Step Guide To Mountain Biking,Your Step-By-Step Guide To Mountain Biking,33
7555,"How To Navigate Without Sat Nav (Collins Shorts, Book 10)",,20
7556,How to Paint Your Boat,"Painting, Varnishing , Antifouling",144
7557,How to Pee Standing Up,Tips for Hip Chicks,160
7558,How to Photograph Alpine Ski Racing,,22
7559,How to Pick a Winner,,124
7560,How to Play Baseball,A Parent's Role in Their Child's Journey,272
7561,How To Play Field Hockey,Your Step-By-Step Guide To Playing Field Hockey,33
7562,How to Play Golf,,36
7563,How to Play Golf With Your Ears,,92
7564,How to Profit from Car Boot Sales,,224
7565,How to Punch,,48
7566,How to Putt Like a Machine,,21
7567,How to Qualify for Kona,The Ultimate Guide to Getting to the Big Island,124
7568,How to Quit Golf: A 12-Step Program,,224
7569,"How to Read a Nautical Chart, 2nd Edition (Includes ALL of Chart #1)",A Complete Guide to Using and Understanding Electronic and Paper Charts,272
7570,How To Read a Nautical Chart: A Captain's Quick Guide,,16
7571,How to Really Stink at Golf,,128
7572,How to Really Stink at Golf,,129
7573,How To Reduce Your Score And Be A Better Golfer,,12
7574,How to Reload Ammo,,0
7575,How to Rock Climb!,,336
7576,How To Run,From First Steps to Finish Line,100
7577,How to Run a Karate Club,,0
7578,How to Run a Personal Record,Cover the Ground in Front of You Faster Than Ever Before,176
7579,"How to S**t in the Woods, 3rd Edition",An Environmentally Sound Approach to a Lost Art,136
7580,How to Sail a Boat,,128
7581,How to Sail Around the World,Advice and Ideas for Voyaging Under Sail,480
7582,How To Sell Golf Balls on EBay,,7
7583,How to Set Up Your Own Successful Football Blog,,3
7584,"How to Shit in the Woods, 3rd Edition",An Environmentally Sound Approach to a Lost Art,128
7585,How to Slackline!,"A Comprehensive Guide to Rigging and Walking Techniques for Tricklines, Longlines, and Highlines",224
7586,How to Speak Baseball,An Illustrated Guide to Ballpark Banter,128
7587,How to Start a Home-Based Personal Trainer Busines,*Turn your fitness passion to profit *Get trained and certified *Set your own schedule *Establish long-term client relationships *Become the trainer everybody wants!,192
7588,How to Stay Alive in the Woods,"A Complete Guide to Food, Shelter and Self-Preservation Anywhere",0
7589,How To Surf,All you need to know about surfing in South Africa with step-by-step instructions,137
7590,How to Survive Anywhere,"A Guide for Urban, Suburban, Rural, and Wilderness Environments",272
7591,How to Survive Anywhere 2nd Edition,"A Guide for Urban, Suburban, Rural, and Wilderness Environments",304
7592,How to Survive in a Desert,,24
7593,How to Survive Outdoors: Teach Yourself,,256
7594,How to Survive Outdoors: Teach Yourself,,0
7595,How to Survive the End of the World as We Know It,"Tactics, Techniques, and Technologies for Uncertain Times",336
7596,How to Take Monster Bucks,,160
7597,How to Think Like a Horse,The Essential Handbook for Understanding Why Horses Do What They Do,176
7598,How To Tie Flies,,83
7599,How to Train For and Run Your Best Marathon,Valuable Coaching From a National Class Marathoner on Getting Up For and Finishing,272
7600,How to Understand Paul Gascoigne,Lives Less Ordinary,27
7601,How to Watch a Bird,,160
7602,How to Watch a Game of Rugby,,120
7603,How to Watch the Olympics,"The Essential Guide to the Rules, Statistics, Heroes, and Zeroes of Every Sport",416
7604,How to Win a Fight,A Guide to Avoiding and Surviving Violence,0
7605,How to Win at Sports Parenting,Maximizing the Sports Experience for You and Your Child,224
7606,How To Win Competitions,Everything You Need to Know to Win a Fortune,35
7607,How to Win Friends and Influence People for Teen Girls,,208
7608,How to Win the World Cup,,0
7609,How We Can Save Sports,A Game Plan,220
7610,How We Won the Ryder Cup,The Caddies' Stories,320
7611,However Tall the Mountain,"A Dream, Eight Girls, and a Journey Home",0
7612,Hoyles Card Games,,280
7613,Hsing-I,Chinese Internal Boxing,104
7614,Hub Perdue,Clown Prince of the Mound,293
7615,Huddersfield Town Cards and Stickers,,36
7616,Huge,A Complete Workout Regimen from Bodybuilding's Superstars,225
7617,Hugh Culverhouse and the Tampa Bay Buccaneers,How a Skinflint Genius with a Losing Team Made the Modern NFL,265
7618,Hugs for Gardeners,,128
7619,Hugs for Scrapbookers GIFT,"Stories, Sayings, and Scriptures to Encourage and",0
7620,Hull City,,276
7621,Human Factors Issues in Handgun Safety and Forensics,,246
7622,Human Muscle Fatigue,,366
7623,Human Potential,Exploring Techniques Used to Enhance Human Performance,280
7624,Human Resource Management in the Sport and Leisure Industry,,240
7625,Human Rights in Youth Sport,A Critical Review of Children's Rights in Competitive Sport,368
7626,Hungry Campers Cookbook,"Fresh, Healthy and Easy Recipes to Cook on Your Next Camping Trip",192
7627,Hunt Club Management Guide,"Building, Organizing, and Maintaining Your Clubhouse or Lodge",144
7628,Hunt For The Blower Bentley,,263
7629,"Hunt, Gather, Cook",Finding the Forgotten Feast,336
7630,Hunters and Trackers of the Australian Desert,,112
7631,Hunters' Guide to Treating Medical Emergencies,,102
7632,"Hunters, Rogues & Heroes",,192
7633,Hunting,Philosophy for Everyone : In Search of the Wild Life,280
7634,Hunting Across the Danube,"Through Fields, Forests, and Mountains of Hungary and Romania",272
7635,Hunting Around the World,Fair Chase Pursuits from Backcountry Wilderness to the Scottish Highlands,240
7636,Hunting Bears,"The Ultimate Guide to Hunting Black, Brown, Grizzly, and Polar Bears",192
7637,Hunting Booger Bottom,Life Lessons from the Field,224
7638,Hunting For Food,"Guide to Harvesting, Field Dressing and Cooking Wild Game",176
7639,Hunting for Hides,"Deerskins, Status, and Cultural Change in the Protohistoric Appalachians",200
7640,Hunting for Survival: Tips and Techniques,,38
7641,Hunting Grounds,A Scottish Football Safari,256
7642,Hunting in Many Lands,,448
7643,Hunting Mature Whitetails the Lakosky Way,Quality Deer Management with Lee and Tiffany Lakosky,272
7644,Hunting People,Thirty Years of Interviews with the Famous,256
7645,Hunting Rutting Bucks,Secrets for Tagging the Biggest Buck of Your Life!,224
7646,Hunting the Grisly,And Other Sketches,0
7647,Hunting the Hard Way,,336
7648,Hunting the Land of the Midnight Sun,A Collection of Hunting Adventures from the Alaska Professional Hunters Association,293
7649,Hunting Trips of a Ranchman and The Wilderness Hunter,,800
7650,Hunting Upland Game & Waterfowl,,258
7651,Hunting Whitetails East & West,How to Hunt Prized Bucks Anywhere in the Country,160
7652,Hunting with Air Rifles,The Complete Guide,176
7653,Hunting with Spaniels,Training Your Flushing Dog,184
7654,"Hunting, Fishing, and Camping",100th Anniversary Edition,112
7655,Hunt-Point-Retrieve Dogs for Work and Showing,,160
7656,Hurricane Season,"A Coach, His Team, and Their Triumph in the Time of Katrina",320
7657,Hurt Yourself,"In Executive Pursuit of Action, Danger, and a Decent-Looking Pair of Swim Trunks",224
7658,Huskerville,"A Story of Nebraska Football, Fans, and the Power of Place",264
7659,Hypercompetition,,0
7660,I Ain't Got Time to Bleed,Reworking the Body Politic from the Bottom Up,226
7661,I am the Gloryhunter,One Man's Quest for the Ultimate Football Season,286
7662,I Am The Secret Footballer,Lifting the Lid on the Beautiful Game,240
7663,I Am Zlatan,My Story On and Off the Field,400
7664,I Am Zlatan,My Story On and Off the Field,352
7665,I Beat The Odds,"From Homelessness, to The Blind Side, and Beyond",288
7666,I Believe In Miracles,The Remarkable Story of Brian Cloughs European Cup-winning Team,0
7667,I Call the Shots,,304
7668,I Call the Shots,,272
7669,I campioni che hanno fatto grande il Milan,,352
7670,I campioni che hanno fatto grande il Napoli,,352
7671,I campioni che hanno fatto grande la AS Roma,,312
7672,I campioni che hanno fatto grande la Juventus,,320
7673,I campioni che hanno fatto grande l'Inter,,352
7674,I Did It My Way,A Remarkable Journey to the Hall of Fame,288
7675,I Don't Care if We Never Get Back,30 Games in 30 Days on the Best Worst Baseball Road Trip Ever,272
7676,I Don't Know What It Is But I Love It,Liverpool's Unforgettable 1983-84 Season,0
7677,I Dream in Blue,,272
7678,I Dream in Blue,"Life, Death, and the New York Giants",239
7679,I Feel Like Going On,"Life, Game, and Glory",0
7680,I Feel Like Going On,"Life, Game, and Glory",288
7681,I Golf Therefore I Am--Nuts!,,248
7682,"I Golf, Therefore -- I Am Nuts!",,250
7683,I Had a Hammer,The Hank Aaron Story,496
7684,I Hate To See That Evening Sun Go Down,Collected Stories,320
7685,I Live for This,Baseball's Last True Believer,256
7686,I Live for This!,Baseball's Last True Believer,256
7687,I Love Alabama/I Hate Auburn,,320
7688,I Love Brett Favre/I Hate Brett Favre,,210
7689,I Love Georgia/I Hate Florida,,320
7690,I Love Michigan/I Hate Ohio State,,288
7691,I Love Michigan/I Hate Ohio State,,192
7692,I Love My Bike,,160
7693,I Love Ohio State/I Hate Michigan,,288
7694,I Love Ohio State/I Hate Michigan,,192
7695,I Love Oklahoma/I Hate Texas,,272
7696,I Love Texas/I Hate Oklahoma,,288
7697,I Love the Red Sox/I Hate the Yankees,,192
7698,I May Be Wrong but I Doubt It,,288
7699,I May Be Wrong but I Doubt It,,0
7700,I Never Had It Made,An Autobiography of Jackie Robinson,320
7701,I Never Played Catch With My Father,,455
7702,I Remember Al McGuire,"Personal Memories and Testimonials to College Basketball's Wittiest Winning Coach and Commentator, as Told by the People Who Knew Him",256
7703,I Remember Augusta,"A Stroll Down Memory and Magnolia Lanes of America's Most: Fascinating Golf Club, Home of the Masters Tournament",241
7704,I Remember Ben Hogan,Personal Recollections and Revelations of Golf's Most Fascinating Legend from the People Who Knew Him Best,225
7705,I Remember Bobby Jones,"Personal Memories and Testimonials to Golf's Most Charismatic Grand Slam Champion, as Told by the People Who Knew Him",191
7706,I Remember Bud Wilkinson,Personal Memories and Anecdotes about an Oklahoma Soonerslegend as Told by the People and Players Who Knew Him,256
7707,I Remember Jim Valvano,"Personal Memories of and Anecdotes to Basketball's Most Exuberant Final Four Coach, as Told by the People and Players Who Knew Him",256
7708,I Remember Joe Dimaggio,Personal Memories of the Yankee Clipper by the People Who Knew Him Best,243
7709,I Remember Reggie White,"Friends, Teammates, and Coaches Talk about the NFL's ??Minister of Defense""",240
7710,I Remember Sam Snead,Memories and Anecdotes,240
7711,I Remember Sunnyside,,0
7712,I Remember Ted Williams,Anecdotes and Memories of Baseball's Splendid Splinter by the Players and People Who Knew Him,241
7713,I Remember Vince Lombardi,Personal Memories of and Testimonials to Football's First Super Bowl Championship Coach as Told by the People and Players Who Knew Him,256
7714,I Remember Walter Payton,"Personal Memories of Football's ??Sweetest"" Superstar by the People Who Knew Him Best",269
7715,I Said No Thanks. Nacho Novo,The Autobiography,256
7716,I segreti dei Mondiali,,70
7717,I skyggen av Eggen,,286
7718,I Think Therefore I Play,,176
7719,I Told You I Wasn't Perfect,,530
7720,I Told You I Wasn't Perfect,,416
7721,I Want to go to The Lake With my Dog!,,44
7722,I was an Olympic Volunteer,,168
7723,I Was Right On Time,,0
7724,Ian Poulter,The Biography of Britain's Golfing Hero,2420
7725,Ian Poulter,The Biography of Britain's Golfing Hero,248
7726,Ian Rush - An Autobiography With Ken Gorman,,192
7727,Ian Snodin,Snod This for a Laugh,208
7728,Ian Stewart,Legend of the Australian Football Hall Of Fame,25
7729,Ice â€™nâ€™ Go,Score in Sports and Life,241
7730,Ice and Mixed Climbing,Modern Technique,208
7731,Ice Gold,Canada??s Curling Champions,240
7732,Ice Stock Sport,As a Leisure Activity,166
7733,Ice Storm,The Rise and Fall of the Greatest Vancouver Canucks Team Ever,280
7734,Ice Time,"A Tale of Fathers, Sons, and Hometown Heroes",336
7735,Ice Trap,,0
7736,Iceland Volcano,,326
7737,Iceman,My Fighting Life,320
7738,Ich fÃ¼hl mich gut,,96
7739,Ich lerne Fechten,,152
7740,Ich lerne Hockey,,152
7741,Ich lerne Skifahren,,152
7742,Ich lerne Tischtennis,,152
7743,Ich lerne Volleyball,,160
7744,Ich trainiere Basketball,,152
7745,Ich trainiere Tischtennis,,160
7746,Ichiro,The Making of an American Hero,49
7747,Ichiro's Art of Playing Baseball,"Learn How to Hit, Steal, and Field Like an All-Star",120
7748,"Icon, Brand, Myth",The Calgary Stampede,369
7749,ICONOS DEL FUTBOL,Los 50 mejores jugadores de todos los tiempos y sus grandes hazaÃ±as,53
7750,Icons of Women's Sport,,623
7751,Identity and Myth in Sports Documentaries,Critical Essays,212
7752,Identity and Nation in African Football,"Fans, Community and Clubs",285
7753,"Identity Discourses and Communities in International Events, Festivals and Spectacles",,278
7754,Idiot,Beating The Curse and Enjoying the Game of Life,272
7755,Idiot's Guides: Golf,,288
7756,Idiot's Guides: Golf,,291
7757,Idiot's Guides: Triathlon Training,,259
7758,Idiots Revisited,Catching Up With the Red Sox Who Won the 2004 World Series,224
7759,Iditarod,,128
7760,If Better is Possible,,288
7761,"If Football's a Religion, Why Don't We Have a Prayer?",,320
7762,If I Could Only Putt,,72
7763,If I Never Get Back,A Novel,432
7764,If I Never Get Back,A Novel,0
7765,If Only I Could Play That Hole Again,,31
7766,If These Walls Could Talk,"Stories From the New York Giants' Sidelines, Locker Room, and Press Box",240
7767,If These Walls Could Talk,Michigan Football Stories from Inside the Big House,282
7768,If These Walls Could Talk: Chicago Bulls,"Stories from the Sideline, Locker Room, and Press Box of the Chicago Bulls Dynasty",256
7769,If These Walls Could Talk: Dallas Cowboys,"Stories from the Dallas Cowboys Sideline, Locker Room, and Press Box",256
7770,If These Walls Could Talk: Detroit Tigers,"Stories from the Detroit Tigers' Dugout, Locker Room, and Press Box",224
7771,If These Walls Could Talk: Los Angeles Dodgers,"Stories from the Los Angeles Dodgers Dugout, Locker Room, and Press Box",208
7772,If These Walls Could Talk: Nebraska Cornhuskers,"Stories From the Nebraska Cornhuskers Sideline, Locker Room, and Press Box",288
7773,If These Walls Could Talk: New York Yankees,"Stories from the New York Yankees Dugout, Locker Room, and Press Box",240
7774,If These Walls Could Talk: Philadelphia Phillies,"Stories from the Philadelphia Phillies Dugout, Locker Room, and Press Box",224
7775,If These Walls Could Talk: St. Louis Cardinals,"Stories from the St. Louis Cardinals Dugout, Locker Room, and Press Box",256
7776,"If You Can't Join 'Em, Beat 'Em",,256
7777,If You Love This Game . . .,An MVP's Life in Baseball,240
7778,If You Were Only White,"The Life of Leroy ""Satchel"" Paige",375
7779,"If You're a Duffer, You're OK in My Book","Getting the Most Out of a Round, Even If You'll Never Break 80 or 90",120
7780,If You're Proud To Be A Leeds Fan,,0
7781,IFAF U19 World Championship Kuwait 2014,from a clock operator's view,58
7782,Iga and Koka Ninja Skills,The Secret Shinobi Scrolls of Chikamatsu Shigenori,224
7783,IGFA's 101 Freshwater Fishing Tips & Tricks,,160
7784,Igniting the Flame,America's First Olympic Team,296
7785,Il est fort ce zÃ©ro,Dictionnaire absurde du golf,0
7786,Il m'a sucÃ© la roue,Dictionnaire absurde du cyclisme,0
7787,Illegal Procedure,A Sports Agent Comes Clean on the Dirty Business of College Football,288
7788,Illusion Dweller,The Climbing Life of Stimson,160
7789,Illustrated Custom Boatbuilding,,352
7790,Illustrated Guide to Soccer,,32
7791,Illustrated History of the New York Giants,A Visual Celebration of Football's Beloved Franchise,319
7792,Illustrated Seamanship,"Boat Handling, Ropework & Anchoring Made Simple",101
7793,Illustreret Sejl- & Rigtrim,,80
7794,Illustrert Nautisk Ordbok,,96
7795,Illustrert Navigasjon,,84
7796,I'm Almost Out of Cha,Woody Paige's Chalkboard Tales,121
7797,I'm Here To Win,A World Champion's Advice for Peak Performance,272
7798,I'm Just Getting Started,"Baseball's Best Storyteller on Old School Baseball, Defying the Odds, and Good Cigars",240
7799,"I'm Not A Golfer, I Play Golf","It's Not How You Play Golf, It's How You Learn To Play",238
7800,I'm Not Really Here,,0
7801,I'm Too Young To Be Seventy,And Other Delusions,80
7802,I'm With Cupid,,304
7803,IMAGES OF THE SILKMEN - Macclesfield Town FC,A Photographic Memory of Macclesfield Town FC,16
7804,Imagine That - Football,The History of Football Rewritten,240
7805,Imagining Head Smashed In,Aboriginal Buffalo Hunting on the Northern Plains,360
7806,Immaculate,A History of Perfect Innings in Baseball,190
7807,Impact Swing,Secret of the Golf Swing - How to hit a Golf Ball like a Pro Golfer,76
7808,Imperfect,An Improbable Life,320
7809,Imperfect,An Improbable Life,272
7810,Implementing Physical Activity Strategies,,408
7811,Impossible,"Rodney Mullen, Ryan Sheckler, and the Fantastic History of Skateboarding",272
7812,Improve Your Golf Swing,,31
7813,Improve Your Marathon and Half Marathon Running,,144
7814,IMPROVING THE RIDER'S POSITION,,24
7815,Improving Your Golf Swing In A Day For Dummies,,72
7816,"Imran Khan: The Cricketer, The Celebrity, The Politician",,416
7817,"Imus, Mike and the Mad Dog, & Doris from Rego Park",The Groundbreaking History of WFAN,256
7818,In a Heartbeat,Sharing the Power of Cheerful Giving,250
7819,In a Heartbeat,Sharing the Power of Cheerful Giving,0
7820,In a Single Bound,"Losing My Leg, Finding Myself, and Training for Life",267
7821,In at the Deep End: An Adventure In Alpine Climbing,,33
7822,In Black and White,Race and Sports in America,212
7823,"In Black and White: The Rise, Fall and Rebirth of Gretna Football",,252
7824,In Cobb's Shadow,"The Hall of Fame Careers of Sam Crawford, Harry Heilmann and Heinie Manush",225
7825,In Colours Green and White,A Post-War History of Hibs,320
7826,In Corpore Sano,Principios B??sicos Del Entrenamiento Con Pesas,264
7827,In der Arena,Leben mit Fortuna D??sseldorf,144
7828,In Every Kid There Lurks A Tiger,,224
7829,In Heaven Everything is Fine,The Unsolved Life of Peter Ivers and the Lost History of New Wave Theatre,352
7830,In Hemingway's Meadow,"Award-Winning Fly-Fishing Stories, Vol. 1",256
7831,In His Steps,,0
7832,In It to Win It,The Australian Cricket Supremacy,256
7833,In Memoriam,,208
7834,In montagna con le ciaspole,Itinerari scelti per vivere la neve sulle alpi e sugli appennini,273
7835,"In Motion, At Rest",The Event of the Athletic Body,188
7836,In My Blood,,412
7837,In My Father's Image: Life in the Shadows of a Local Legend,,268
7838,In My Own Words,The Autobiography,320
7839,In My Skin,My Life On and Off the Basketball Court,224
7840,In My Skin,My Life On and Off the Basketball Court,304
7841,In Perpetual Motion,Travel Behaviour Research Opportunities and Application Challenges,611
7842,In Pursuit of Excellence,A Student Guide to Elite Sports Development,0
7843,In Pursuit of Pennants,Baseball Operations from Deadball to Moneyball,504
7844,In Search of Alan Gilzean,The Lost Legacy of a Dundee and Spurs Legend,410
7845,In Search of Burningbush,,289
7846,In Search of Duncan Ferguson,The Life and Crimes of a Footballing Enigma,0
7847,In Search of Powder,A Story of America's Disappearing Ski Bum,256
7848,In Search of Robert Millar: Unravelling the Mystery Surrounding Britainâ€™s Most Successful Tour de France Cyclist,,384
7849,In Search of Running Rein,The Amazing Fraud of the 1844 Derby,192
7850,In Search of the Double: AFC Sunderland 1912-13,,256
7851,"In Search of the Warrior Spirit, Fourth Edition",Teaching Awareness Disciplines to the Green Berets,448
7852,In Search of Tiger,All About 115 Great Neighborhoods In & Around New York,496
7853,In Search of Wonder,A call to worship renewal,0
7854,In Some Lost Place,The first ascent of Nanga Parbats Mazeno Ridge,300
7855,In Strength And Shadow,The Mervyn Davies Story,0
7856,In Sunshine or In Shadow,A Journey Through the Life of Derek Dougan,270
7857,In That Sweet Country,Uncollected Writings of Harry Middleton,240
7858,In the Bag!,Labrador Training from Puppy to Gundog,160
7859,In the Best Interests of Baseball?,Governing the National Pastime,286
7860,In the Bin,Reckless and Rude Stories from the Penalty Boxes of the NHL,240
7861,In the Blink of an Eye,"Dale, Daytona, and the Day that Changed Everything",256
7862,In the City of Bikes,The Story of the Amsterdam Cyclist,100
7863,In the Company of Rivers,An Angler's Stories and Recollections,272
7864,In The Country of Gold-digging Ants,,216
7865,In the Footsteps of Mallory: A Journey to the North Col of Everest,"Footsteps on the Mountain travel diaries, no. 1",108
7866,In the Game,"New Essays on Race, Identity, and Sports",282
7867,In the Midst of It All,,400
7868,In the Naga's Wake,"The first man to navigate the Mekong, from Tibet to the South China Sea",260
7869,In the Night of the Heat,A Tennyson Hardwick Novel,464
7870,In The Pit With Piper,,256
7871,In the Shadow of Denali,Life And Death On Alaska's Mt. Mckinley,208
7872,In the Shadow of Mount McKinley,,384
7873,In the Shadows of Glory...My NBA Life,,167
7874,In the Shadows of Glory...My NBA Life,,168
7875,In the Time of Bobby Cox,"The Atlanta Braves, Their Manager, My Couch, Two Decades, and Me",240
7876,In the Time of Bobby Cox,"The Atlanta Braves, Their Manager, My Couch, Two Decades, and Me",0
7877,In the Wake of Heroes,Sailing's greatest stories introduced by Tom Cunliffe,320
7878,In the Wake of the Jomon,,305
7879,In the Words of South African Sporting Heroes,,55
7880,In the Zone,Epic Survival Stories from the Mountaineering World,272
7881,In the Zone,Transcendent Experience in Sports,302
7882,In Trace of TR,A Montana Hunter's Journey,282
7883,In vetta al mondo,Storia del ragazzo di pianura che sfida i ghiacci eterni,280
7884,In Where it Hurts,My Autobiography,360
7885,Inclusion and Exclusion in Competitive Sport,Socio-Legal and Regulatory Perspectives,214
7886,Inclusion and Exclusion Through Youth Sport,,288
7887,Inclusive Coaching,Disability,44
7888,Inclusive Masculinity,The Changing Nature of Masculinities,192
7889,Incredible Fishing Stories,,0
7890,Incredible LEGO Technic,"Cars, Trucks, Robots & More!",280
7891,Incredible--and True!--Fishing Stories,,250
7892,Indagine sul calcio,,648
7893,Indecent Secrets,The Infamous Murri Murder Affair,416
7894,"Independence, Mantle, and Miss Able",,97
7895,India and the Olympics,,508
7896,Indian Fishing,Early Methods on the Northwest Coast,181
7897,Indian Spectacle,College Mascots and the Anxiety of Modern America,194
7898,Indiana University Basketball Encyclopedia,,496
7899,Indiana-Born Major League Baseball Players,"A Biographical Dictionary, 1871-2014",256
7900,Indianapolis Motor Speedway,100 Years of Racing,256
7901,Indians Essential,Everything You Need to Know to be a Real Fan!,209
7902,Indoor Climbing,Skills for Climbing Wall Users and Instructors,192
7903,Induction Day at Cooperstown,A History of the Baseball Hall of Fame Ceremony,283
7904,Indy,"The Race and Ritual of the Indianapolis 500, Second Edition",258
7905,Inertial MEMS,Principles and Practice,497
7906,Infiltrator,,0
7907,Infographic Guide to Cycling,,176
7908,Inglorious,Conflict in the Uplands,288
7909,Injury Rehab with Resistance Bands,"Complete Anatomy and Rehabilitation Programs for Back, Neck, Shoulders, Elbows, Hips, Knees, Ankles and More",144
7910,Inland Waterways Manual,"The Complete Guide to Boating on Rivers, Lakes and Canals",224
7911,Inner Excellence: Achieve Extraordinary Business Success through Mental Toughness,,272
7912,Inner Game Golf,Die Idee vom Selbstcoaching,281
7913,Inner Skiing,Revised Edition,0
7914,Inshore Fly Fishing,A Pioneering Guide to Fly Fishing along Cold-Water Seacoasts,384
7915,Inside Baseball,The Best of Tom Verducci,318
7916,Inside Bob Paisley's Liverpool,Kennedy's Way,240
7917,Inside College Volleyball,,295
7918,Inside Out,Straight Talk from a Gay Jock,288
7919,Inside Sports,,263
7920,Inside Team Sky,,288
7921,Inside the Apple,A Streetwise History of New York City,384
7922,Inside the Baseball Hall of Fame,,224
7923,Inside the Baseball Hall of Fame,,288
7924,Inside the Box,My Life with Test Match Special,224
7925,Inside the Cage,A Season at West 4th Street's Legendary Tournament,0
7926,Inside the Cup,,272
7927,Inside the Helmet,"Hard Knocks, Pulling Together, and Triumph as a Sunday Afternoon Warrior",320
7928,Inside the Lion's Den,,224
7929,Inside the Meat Grinder,An NFL Official's Life in the Trenches,250
7930,Inside the Meat Grinder,An NFL Official's Life in the Trenches,320
7931,Inside the Park,Running the Base Path of Life,272
7932,Inside The Peloton,My Life as a Professional Cyclist,0
7933,Inside the Peloton,"Riding, Winning and Losing the Tour de France",224
7934,Inside the Ropes,Sportswriters Get Their Game On,509
7935,Inside the Ropes,,230
7936,Inside the Wallabies,"The Real Story, the Players, the Politics and the Games from 1908 to Today",320
7937,Inside U,How to Become a Master of Your Own Destiny,183
7938,Inside Women's College Basketball,Anatomy of Two Seasons,300
7939,"Inside, Outside, and On the Ropes",,366
7940,InSideOut Coaching,How Sports Can Transform Lives,272
7941,Insightful Player,Football Pros Lead a Bold Movement of Hope,240
7942,Inspecting the Aging Sailboat,,144
7943,Inspirations From the Bench,30th Anniversary Edition,197
